"providedScientificName","matchRemark","taxonId","acceptedTaxonId","parentTaxonId","scientificName","canonicalName","authorship","status","acceptedScientificName","classification","kingdom","phylum","class","order","family","genus"
"Mimosa lasiocarpa","","43GFP","9DX72","9DX72","Mimosa lasiocarpa Benth.","Mimosa lasiocarpa","Benth.","synonym","Mimosa somnians var. lasiocarpa (Benth.) Barneby","VARIETY:Mimosa somnians var. lasiocarpa (Benth.) Barneby|SPECIES:Mimosa somnians Humb. & Bonpl. ex Willd.|GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa laxiflora","","43GFZ","7M9X3","7M9X3","Mimosa laxiflora Benth.","Mimosa laxiflora","Benth.","synonym","Mimosa distachya var. laxiflora (Benth.) Barneby","VARIETY:Mimosa distachya var. laxiflora (Benth.) Barneby|SPECIES:Mimosa distachya Cav.|GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa lepidota","","43GGB","43GGB","9CLCS","Mimosa lepidota Herzog","Mimosa lepidota","Herzog","accepted","Mimosa lepidota Herzog","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa leptocarpa","","6RLRQ","6RLRQ","9CLCS","Mimosa leptocarpa Rose","Mimosa leptocarpa","Rose","accepted","Mimosa leptocarpa Rose","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa leucaenoides","","43GGJ","43GGJ","9CLCS","Mimosa leucaenoides Benth.","Mimosa leucaenoides","Benth.","accepted","Mimosa leucaenoides Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa luisana","","43GH9","43GH9","9CLCS","Mimosa luisana Brandegee","Mimosa luisana","Brandegee","accepted","Mimosa luisana Brandegee","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa malacocarpa","","43GHN","9DX65","9DX65","Mimosa malacocarpa (B.L.Rob.) Britton & Rose","Mimosa malacocarpa","(B.L.Rob.) Britton & Rose","synonym","Mimosa rhododactyla var. malacocarpa (B.L.Rob.) Barneby","VARIETY:Mimosa rhododactyla var. malacocarpa (B.L.Rob.) Barneby|SPECIES:Mimosa rhododactyla B.L.Rob.|GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa malacophylla","","43GHQ","43GHQ","9CLCS","Mimosa malacophylla A.Gray","Mimosa malacophylla","A.Gray","accepted","Mimosa malacophylla A.Gray","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa manidea","","9DD4L","9DD4L","9CLCS","Mimosa manidea Barneby","Mimosa manidea","Barneby","accepted","Mimosa manidea Barneby","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa margaritae","","43GHW","43GHW","9CLCS","Mimosa margaritae Rose","Mimosa margaritae","Rose","accepted","Mimosa margaritae Rose","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa martindelcampoi","","43GJ2","43GJ2","9CLCS","Mimosa martin-delcampoi Medrano","Mimosa martin-delcampoi","Medrano","accepted","Mimosa martin-delcampoi Medrano","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa maxonii","","43GJ4","43GW5","43GW5","Mimosa maxonii Standl.","Mimosa maxonii","Standl.","synonym","Mimosa velloziana Mart.","SPECIES:Mimosa velloziana Mart.|GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa melanocarpa","","43GJ8","43GJ8","9CLCS","Mimosa melanocarpa Benth.","Mimosa melanocarpa","Benth.","accepted","Mimosa melanocarpa Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa mellii","","43GJ9","43GJ9","9CLCS","Mimosa mellii Britton & Rose","Mimosa mellii","Britton & Rose","accepted","Mimosa mellii Britton & Rose","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa meticulosa","","43GJD","7LXWS","7LXWS","Mimosa meticulosa Mart.","Mimosa meticulosa","Mart.","synonym","Mimosa dolens var. anisitsii Lindm.","VARIETY:Mimosa dolens var. anisitsii Lindm.|SPECIES:Mimosa dolens Vell.|GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa micheliana","","43GJG","6RM2J","6RM2J","Mimosa micheliana B.L.Rob.","Mimosa micheliana","B.L.Rob.","synonym","Mimosa caerulea Rose","SPECIES:Mimosa caerulea Rose|GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa microcephala","","43GJK","43GJK","9CLCS","Mimosa microcephala Humb. & Bonpl. ex Willd.","Mimosa microcephala","Humb. & Bonpl. ex Willd.","accepted","Mimosa microcephala Humb. & Bonpl. ex Willd.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa micropteris","","43GJN","43GJN","9CLCS","Mimosa micropteris Benth.","Mimosa micropteris","Benth.","accepted","Mimosa micropteris Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa minutifolia","","43GJR","43GJR","9CLCS","Mimosa minutifolia B.L.Rob. & Greenm.","Mimosa minutifolia","B.L.Rob. & Greenm.","accepted","Mimosa minutifolia B.L.Rob. & Greenm.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa mollis","","43GJY","43GJY","9CLCS","Mimosa mollis Benth.","Mimosa mollis","Benth.","accepted","Mimosa mollis Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa monancistra","","43GK3","43GK3","9CLCS","Mimosa monancistra Benth.","Mimosa monancistra","Benth.","accepted","Mimosa monancistra Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa moniliformis","","9DD58","9DD58","9CLCS","Mimosa moniliformis (Britton & Rose) R.Grether & Barneby","Mimosa moniliformis","(Britton & Rose) R.Grether & Barneby","accepted","Mimosa moniliformis (Britton & Rose) R.Grether & Barneby","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa myriadena","","","","","","","","","","","","","","","",""
"Mimosa nanchititlana","","43GKN","43GKN","9CLCS","Mimosa nanchititlana R.Grether & Barneby","Mimosa nanchititlana","R.Grether & Barneby","accepted","Mimosa nanchititlana R.Grether & Barneby","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa nelsonii","","43GKR","9DX7J","9DX7J","Mimosa nelsonii B.L.Rob.","Mimosa nelsonii","B.L.Rob.","synonym","Mimosa tricephala var. nelsonii (B.L.Rob.) Chehaibar & R.Grether","VARIETY:Mimosa tricephala var. nelsonii (B.L.Rob.) Chehaibar & R.Grether|SPECIES:Mimosa tricephala Schltdl. & Cham.|GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa neptuniodes","","","","","","","","","","","","","","","",""
"Mimosa nuda","","43GL8","9DWXW","9DWXW","Mimosa nuda Benth.","Mimosa nuda","Benth.","synonym","Mimosa debilis var. debilis","VARIETY:Mimosa debilis var. debilis|SPECIES:Mimosa debilis Humb. & Bonpl. ex Willd.|GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa nuttallii","","9DD65","9DD65","9CLCS","Mimosa nuttallii (Raspail) B.L.Turner","Mimosa nuttallii","(Raspail) B.L.Turner","accepted","Mimosa nuttallii (Raspail) B.L.Turner","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa obovata","","43GLC","43GFS","43GFS","Mimosa obovata Benth.","Mimosa obovata","Benth.","ambiguous synonym","Mimosa laticifera Rizzini & N.F.Mattos","SPECIES:Mimosa laticifera Rizzini & N.F.Mattos|GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa obstrigosa","","43GLD","43GLD","9CLCS","Mimosa obstrigosa Burkart","Mimosa obstrigosa","Burkart","accepted","Mimosa obstrigosa Burkart","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa occidentalis","","43GLG","43GLG","9CLCS","Mimosa occidentalis Britton & Rose","Mimosa occidentalis","Britton & Rose","accepted","Mimosa occidentalis Britton & Rose","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa oligacantha","","43GLK","9DWY7","9DWY7","Mimosa oligacantha DC.","Mimosa oligacantha","DC.","synonym","Mimosa distachya var. oligacantha (DC.) Barneby","VARIETY:Mimosa distachya var. oligacantha (DC.) Barneby|SPECIES:Mimosa distachya Cav.|GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa oligophylla","","43GLL","43GLL","9CLCS","Mimosa oligophylla Micheli","Mimosa oligophylla","Micheli","accepted","Mimosa oligophylla Micheli","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa orthacantha","","43GLP","43GLP","9CLCS","Mimosa orthacantha Benth.","Mimosa orthacantha","Benth.","accepted","Mimosa orthacantha Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa orthocarpa","","43GLQ","43GLQ","9CLCS","Mimosa orthocarpa Spruce ex Benth.","Mimosa orthocarpa","Spruce ex Benth.","accepted","Mimosa orthocarpa Spruce ex Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa palmeri","","43GLY","43GLY","9CLCS","Mimosa palmeri Rose","Mimosa palmeri","Rose","accepted","Mimosa palmeri Rose","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa paludosa","","43GM3","43GM3","9CLCS","Mimosa paludosa Benth.","Mimosa paludosa","Benth.","accepted","Mimosa paludosa Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa paucijuga","","9DD6Z","9DX5S","9DX5S","Mimosa paucijuga (Britton & Rose) B.L.Turner","Mimosa paucijuga","(Britton & Rose) B.L.Turner","synonym","Mimosa quadrivalvis var. paucijuga (Britton & Rose) Beard ex Barneby","VARIETY:Mimosa quadrivalvis var. paucijuga (Britton & Rose) Beard ex Barneby|SPECIES:Mimosa quadrivalvis L.|GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa paupera","","43GMK","43GMK","9CLCS","Mimosa paupera Benth.","Mimosa paupera","Benth.","accepted","Mimosa paupera Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa pectinatipinna","","43GMP","43GMP","9CLCS","Mimosa pectinatipinna Burkart","Mimosa pectinatipinna","Burkart","accepted","Mimosa pectinatipinna Burkart","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa pedersenii","","9DD76","9DD76","9CLCS","Mimosa pedersenii Barneby","Mimosa pedersenii","Barneby","accepted","Mimosa pedersenii Barneby","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa pellita","","6RLRM","5Q5XM","5Q5XM","Mimosa pellita Humb. & Bonpl. ex Willd.","Mimosa pellita","Humb. & Bonpl. ex Willd.","synonym","Mimosa pigra var. pigra","VARIETY:Mimosa pigra var. pigra|SPECIES:Mimosa pigra L.|GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa pigra","","43GN7","43GN7","9CLCS","Mimosa pigra L.","Mimosa pigra","L.","accepted","Mimosa pigra L.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa pilulifera","","6RM3M","6RM3M","9CLCS","Mimosa pilulifera Benth.","Mimosa pilulifera","Benth.","accepted","Mimosa pilulifera Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa pithecolobioides","","73LRM","73LRM","9CLCS","Mimosa pithecolobioides Benth.","Mimosa pithecolobioides","Benth.","accepted","Mimosa pithecolobioides Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa platycarpa","","43GNH","43GNH","9CLCS","Mimosa platycarpa Benth.","Mimosa platycarpa","Benth.","accepted","Mimosa platycarpa Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa pogocephala","","43GNS","43GNS","9CLCS","Mimosa pogocephala Benth.","Mimosa pogocephala","Benth.","accepted","Mimosa pogocephala Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa polyancistra","","43GNW","43G2B","43G2B","Mimosa polyancistra Benth.","Mimosa polyancistra","Benth.","synonym","Mimosa adenantheroides (M.Martens & Galeotti) Benth.","SPECIES:Mimosa adenantheroides (M.Martens & Galeotti) Benth.|GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
"Mimosa polyantha","","43GNX","43GNX","9CLCS","Mimosa polyantha Benth.","Mimosa polyantha","Benth.","accepted","Mimosa polyantha Benth.","GENUS:Mimosa L.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mimosa L."
